MLSNumber,Address,BuildingName,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,AssociationFee,AssociationFeeFrequency,Structure Type ,Acres,LotDimensions,LotDescription,FeeIncludes,Age,InteriorSqFt,Interior SqFt Source,AboveGradeSqFt,BelowGradeSqFt,PropertyCondition,Bedrooms,Baths,BathsFull,PartialBaths,Design,Style,NumberofStories,RoomCount,InteriorFeatures,Flooring,Central Air YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,ElectricalSystem,Water,Sewer,Fireplace YN,FireplaceCount,FireplaceFeatures,KitchenAppliancesFeatures,CookingFuel,Other Rooms,LaundryHookUps,Basement YN,BasementType,BasementDescription,BasementFootprintPct,BasementFinishedPct,Garage YN,GarageSpaces,GarageFeatures,Parking,ExteriorFeatures,ExteriorMaterial,Main Roof,Foundation,PorchDeck,SwimmingPoolType,OtherStructures
DENC518464,36 Hodgkins Pl,,FeeSimple,No,No,No,,,Detached,0.23,80.00 x 125.00,,,1957,2466,Assessor,1850,616,Excellent,3,3,3,,One,Rancher,"Lower1,Main",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,150Amps,Public,"NoSepticSystem,PublicSewer",Yes,1,,,,,BsmtLaundry,Yes,"Full,PartiallyFinished","Full,PartiallyFinished",,,No,,,,,"Brick,Frame",,,,,
DENC504806,32 Lesley Ln,,FeeSimple,No,No,No,,,Detached,0.19,79.80 x 110.70,,,1971,1750,Assessor,1750,0,Excellent,4,4,3,1,Two,Colonial,"Lower1,Main,Upper1",,"Carpet,CeilngFans,ComboKitchenDining,DiningArea,FamRmOffKitchen,KitchenGourmet,KitchenIsland,Pantry,MasterBaths",,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,200PlusAmpService,Public,PublicSewer,Yes,1,Insert,"Dishwasher, Disposal, Oven/Range - Gas, Refrigerator","Dishwasher, Disposal, Oven/Range - Gas, Refrigerator",,BsmtLaundry,Yes,Partial,Partial,,,Yes,2,,,Awnings,Frame,,,Patios,"Fenced,InGround",
DENC503294,18 W Saxony Dr,,FeeSimple,No,No,Yes,$250 ,Annually,Detached,0.16,65.00 x 110.00,Level,,2000,1839,Estimated,1400,439,VeryGood,3,3,2,1,Two,Colonial,"Lower1,Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,,,Public,PublicSewer,Yes,1,GasPropane,,,,BsmtLaundry,Yes,"Full,PartiallyFinished","Full,PartiallyFinished",,,Yes,1,,,,VinylSiding,Shingle,,,,
DENC502090,239 Natalia Dr,,FeeSimple,No,No,Yes,$35 ,Monthly,End of Row/Townhouse,0.1,0.00 x 0.00,,"CommonAreaMaint,SnowRemoval",2015,2525,Assessor,2525,0,Excellent,3,3,2,1,Three,Colonial,"Main,Upper1,Upper2",7,"Carpet,CeilngFans,ComboDiningLiving,DiningArea,FloorPlanOpen,KitchenEatIn,KitchenIsland,Pantry,MasterBaths,RecessedLighting,WalkinClosets,WindowTreatments,WoodFloors","Carpet,CeramicTile,Hardwood",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,CircuitBreakers,Public,PublicSewer,No,0,,"Built-In Microwave, Built-In Range, Dishwasher, Disposal, Dryer, Exhaust Fan, Range Hood, Refrigerator, Washer, Water Heater","Built-In Microwave, Built-In Range, Dishwasher, Disposal, Dryer, Exhaust Fan, Range Hood, Refrigerator, Washer, Water Heater",,,No,,,,,Yes,2,AsphaltDriveway,AsphaltDriveway,,VinylSiding,"ArchitecturalShingle,Pitched",,,,
DENC500188,4 Alden Ct,,FeeSimple,No,No,Yes,$315 ,Annually,Detached,0.23,95.00 x 122.00,,,1999,2125,Assessor,2125,0,Good,4,3,2,1,Two,Colonial,"Main,Upper1",,"Attic,Carpet,CeilngFans,DiningArea,WalkinClosets",,Yes,CentralAC,NaturalGas,ForcedAir,,,Public,PublicSewer,,1,,"Dishwasher, Dryer, Microwave, Oven/Range - Gas, Refrigerator, Washer, Water Heater","Dishwasher, Dryer, Microwave, Oven/Range - Gas, Refrigerator, Washer, Water Heater",,,Yes,Full,Full,,,Yes,2,AsphaltDriveway,AsphaltDriveway,"ExteriorLighting,Outbuildings,Sidewalks",VinylSiding,ArchitecturalShingle,,,,
DENC509230,204 Natalia Dr,,FeeSimple,No,No,No,,,End of Row/Townhouse,0.07,0.00 x 0.00,,,2016,2375,Assessor,2375,0,,3,3,2,1,Three,Traditional,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,90ForcedAir,Electric,,Public,PublicSewer,,0,,,,,,Yes,"GarageAccess,PartiallyFinished,WalkoutLevel","GarageAccess,PartiallyFinished,WalkoutLevel",,,Yes,2,,,,"AluminumSiding,VinylSiding",,,,,
DENC505000,706 Staghorn Dr,,FeeSimple,No,No,No,,,Detached,0.16,70.00 x 100.00,Level,,1995,2050,Assessor,2050,0,VeryGood,4,3,2,1,Two,Contemporary,"Main,Upper1",,"CeilngFans,ComboKitchenDining,CrownMoldings,FloorPlanOpen,KitchenEatIn,Pantry,MasterBaths,RecessedLighting,Skylights,StallShower,WalkinClosets,WoodFloors","Hardwood,PartiallyCarpeted",Yes,CentralAC,NaturalGas,ForcedAir,Electric,200PlusAmpService,Public,PublicSewer,Yes,1,"Stone,Wood","Built-In Microwave, Built-In Range, Energy Efficient Appliances, Oven - Self Cleaning, Oven/Range - Gas, Stainless Steel Appliances","Built-In Microwave, Built-In Range, Energy Efficient Appliances, Oven - Self Cleaning, Oven/Range - Gas, Stainless Steel Appliances",,MainFlrLndry,Yes,Full,Full,,,Yes,1,,,,"AluminumSiding,VinylSiding",Shingle,ConcretePerimeter,,,
DENC500132,416 Pigeon View Ln,,FeeSimple,No,No,Yes,$150 ,Annually,Detached,0.19,71.00 x 111.80,"BackstoTrees,Private",,1995,2750,Estimated,1900,850,Good,4,4,2,2,Two,Colonial,"Lower1,Main,Upper1",10,"BreakfastArea,BuiltIns,Carpet,CeilngFans,ComboDiningLiving,DiningArea,FamRmOffKitchen,FloorPlanTraditional,FormalSeparateDiningRoom,KitchenIsland,KitchTableSpce,Pantry,MasterBaths,RecessedLighting,UpgradedCountertops,WalkinClosets,WindowTreatments","Carpet,CeramicTile,Hardwood,Laminated",Yes,CentralAC,NaturalGas,ForcedAir,"NaturalGas,Tankless",CircuitBreakers,Public,PublicSewer,Yes,1,"FireplaceGlassDoors,Mantels,Marble,Screen,Wood","Built-In Microwave, Built-In Range, Dishwasher, Disposal, Dryer, Oven/Range - Electric, Refrigerator, Washer, Water Heater - Tankless","Built-In Microwave, Built-In Range, Dishwasher, Disposal, Dryer, Oven/Range - Electric, Refrigerator, Washer, Water Heater - Tankless",,MainFlrLndry,Yes,"DrainageSystem,Full,FullyFinished,SumpPump","DrainageSystem,Full,FullyFinished,SumpPump",100,90,Yes,2,ConcreteDriveway,ConcreteDriveway,"Outbuildings,Sidewalks,StreetLights","AluminumSiding,VinylSiding",ArchitecturalShingle,,"Decks,Patios","AboveGround,Fenced,Permits",
DENC521244,12 Fanwood Dr,,FeeSimple,No,No,No,,,Detached,0.18,,Level,,1971,2747,Assessor,2075,672,,3,2,1,1,TwoandaHalf,SplitLevel,"Lower1,Main,Upper1,Upper2",,"CeilngFans,ChairRailings,FormalSeparateDiningRoom,KitchenEatIn,Wainscotting,WoodFloors","Carpet,TileBrick,Wood",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,Yes,1,Wood,"Built-In Microwave, Dishwasher, Disposal, Dryer, Oven/Range - Gas, Washer","Built-In Microwave, Dishwasher, Disposal, Dryer, Oven/Range - Gas, Washer",,MainFlrLndry,Yes,PartiallyFinished,PartiallyFinished,,,Yes,1,ConcreteDriveway,ConcreteDriveway,,"BrickFront,VinylSiding",Asphalt,,,,
DENC510280,116 Pleasantville Ct,,FeeSimple,No,No,No,,,Detached,0.15,0.00 x 0.00,,,2013,2125,Assessor,2125,0,Excellent,4,3,2,1,Two,Colonial,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,"Central,ForcedAir",Electric,,Public,NoSepticSystem,,1,,,,,,Yes,Full,Full,,,Yes,2,,,,"Stone,VinylSiding",,,,,
DENC519306,11 Lesley Ln,,FeeSimple,No,No,No,,,Detached,0.24,68.00 x 140.90,,,1972,1825,Assessor,1825,0,,4,3,2,1,Two,Colonial,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,Partial,Partial,,,Yes,2,,,,"AluminumSiding,Brick,VinylSiding",,,,,
DENC511792,9 Tatlow Ln,,FeeSimple,No,No,No,,,Detached,0.18,73.00 x 110.00,,,1973,1675,Assessor,1675,0,Excellent,4,2,1,1,Two,Colonial,"Main,Upper1",,,"Hardwood,Laminated",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,Partial,Partial,,,Yes,1,,,,Frame,,,,,
DENC521632,226 Prestwick Ln,,FeeSimple,No,No,Yes,$125 ,Annually,Detached,0.18,57.70 x 105.00,,,1997,1175,Assessor,1175,0,,3,3,2,1,One,Rancher,"Lower1,Main",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicHookUpAvail,,1,,,,,,Yes,Full,Full,,,Yes,2,,,Sidewalks,"AluminumSiding,VinylSiding",,,,,
DENC521498,216 Schafer Blvd,NONE AVAILABLE,FeeSimple,No,No,Yes,$15 ,Annually,Detached,0.24,80X130,,CommonAreaMaint,1958,3075,Assessor,3075,0,,5,3,2,1,OneandaHalf,CapeCod,"Lower1,Main,Upper1",9,,,Yes,"CentralAC,WindowUnits",NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,Yes,1,Wood,,,,BsmtLaundry,Yes,"Full,PartiallyFinished","Full,PartiallyFinished",,,Yes,1,,,"ExteriorLighting,FloodLights,PlayEquipment,StreetLights","Asbestos,Brick",,,Decks,,
DENC516922,9 Fantail Ct,,FeeSimple,No,No,Yes,$120 ,Annually,Detached,0.16,65.00 x 105.00,"BacksOpenCommonArea,Cleared,FrontYard,Interior,RearYard,SideYards",,1992,1700,Assessor,1700,0,Excellent,3,3,2,1,Two,Colonial,"Lower1,Main,Upper1",,"Attic,Carpet,CeilngFans,ChairRailings,CrownMoldings,FamRmOffKitchen,KitchenEatIn,Pantry,TubShower,Wainscotting",,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,1,,"Built-In Microwave, Built-In Range, Dishwasher, Disposal, Dryer, Icemaker, Oven/Range - Gas, Refrigerator, Stainless Steel Appliances, Washer, Water Heater","Built-In Microwave, Built-In Range, Dishwasher, Disposal, Dryer, Icemaker, Oven/Range - Gas, Refrigerator, Stainless Steel Appliances, Washer, Water Heater",,,Yes,"Full,FullyFinished,Heated,PouredConcrete,SumpPump","Full,FullyFinished,Heated,PouredConcrete,SumpPump",,,Yes,2,,,,"AluminumSiding,Stone,VinylSiding",ArchitecturalShingle,,,,
DENC512558,132 Dutton Ct,,FeeSimple,No,No,No,,,Detached,0.41,45.00 x 234.40,,,1973,1750,Assessor,1750,0,Excellent,4,3,2,1,Three,Colonial,"Main,Upper1",,"BreakfastArea,Carpet,DiningArea,FamRmOffKitchen,FormalSeparateDiningRoom,KitchenGourmet,UpgradedCountertops,WalkinClosets,WoodFloors","Carpet,CeramicTile,Hardwood",Yes,CentralAC,Oil,Central,Electric,CircuitBreakers,Public,PublicSewer,,0,,"Cooktop, Oven - Wall, Refrigerator, Stainless Steel Appliances, Water Heater","Cooktop, Oven - Wall, Refrigerator, Stainless Steel Appliances, Water Heater",,MainFlrLndry,Yes,Full,Full,,,Yes,1,AsphaltDriveway,AsphaltDriveway,,"Brick,VinylSiding",Shingle,,"Enclosed,Patios,Porches",AboveGround,
DENC511250,225 Natalia Dr,,FeeSimple,No,No,Yes,$50 ,Monthly,End of Row/Townhouse,0.1,0.00 x 0.00,"FrontYard,RearYard,SideYards","CommonAreaMaint,SnowRemoval,Trash",2016,2525,Assessor,2525,0,Good,3,3,2,1,Three,Other,"Lower1,Main,Upper1",,"Carpet,CeilngFans,FormalSeparateDiningRoom,KitchenEatIn,KitchenIsland,Pantry,MasterBaths,StallShower,WalkinClosets,WoodFloors",,Yes,CentralAC,NaturalGas,ForcedAir,Electric,"200PlusAmpService,CircuitBreakers",Public,PublicSewer,No,0,,"Built-In Range, Dishwasher, Disposal, Microwave, Oven/Range - Gas, Stainless Steel Appliances, Water Heater","Built-In Range, Dishwasher, Disposal, Microwave, Oven/Range - Gas, Stainless Steel Appliances, Water Heater",,UpprFlrLndry,Yes,"Full,FullyFinished","Full,FullyFinished",,,Yes,2,,,"ExteriorLighting,Sidewalks","AluminumSiding,VinylSiding",,,"Decks,Patios",,
DENC510918,452 Pigeon View Ln,,FeeSimple,No,No,Yes,$100 ,Annually,Detached,0.16,60.40 x 103.70,,,1996,2200,Estimated,1775,425,Excellent,4,3,2,1,Two,Colonial,"Main,Upper1",,"ButlersPantry,Carpet,CeilngFans,ComboDiningLiving,KitchenEatIn,RecessedLighting","Carpet,Laminated,Vinyl",Yes,CentralAC,Electric,ForcedAir,NaturalGas,150Amps,Public,PublicSewer,,0,,Stainless Steel Appliances,Stainless Steel Appliances,,,Yes,Full,Full,,,Yes,1,,,,"AluminumSiding,VinylSiding",ArchitecturalShingle,,,AboveGround,
DENC504760,170 Sugarberry Dr,,FeeSimple,No,No,No,,,Detached,0.31,64.10 x 133.10,"Culdesac,Level",,1992,1825,Assessor,1825,0,VeryGood,3,3,2,1,Two,Colonial,"Lower1,Main,Upper1",,"Carpet,CeilngFans,FamRmOffKitchen,KitchenIsland,MasterBaths,WalkinClosets,WindowTreatments",Carpet,Yes,CentralAC,NaturalGas,"Central,ForcedAir",NaturalGas,CircuitBreakers,Public,PublicSewer,Yes,2,"GasPropane,Wood","Dishwasher, Disposal, Dryer, Microwave, Range Hood, Stove, Washer, Water Heater","Dishwasher, Disposal, Dryer, Microwave, Range Hood, Stove, Washer, Water Heater",,MainFlrLndry,Yes,"Full,PartiallyFinished,PouredConcrete","Full,PartiallyFinished,PouredConcrete",,,Yes,2,ConcreteDriveway,ConcreteDriveway,,"AluminumSiding,VinylSiding",ArchitecturalShingle,,Patios,"Fenced,Heated,InGround",
DENC511442,12 Camino Ct,NONE AVAILABLE,FeeSimple,No,No,Yes,$110 ,Annually,Detached,0.43,,,,1990,3000,Estimated,1500,1500,,3,2,2,,One,Rancher,Main,6,,,Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,,Public,PublicSewer,,,,,,,,Yes,FullyFinished,FullyFinished,,,Yes,2,,,"Other,Outbuildings,UndergrndLawnSprinkler",VinylSiding,,,Decks,InGround,
DENC503906,642 Country Path Dr,,FeeSimple,No,No,Yes,$165 ,Annually,Detached,0.16,700.00 x 100.00,"FrontYard,RearYard","CommonAreaMaint,RoadMaint,SnowRemoval",1995,2550,Estimated,2050,500,VeryGood,4,4,3,1,Two,Colonial,"Lower1,Main,Upper1",8,"Attic,Carpet,CeilngFans,DiningArea,FamRmOffKitchen,KitchenEatIn,KitchTableSpce,Other,Pantry,MasterBaths,RecessedLighting,StallShower,TubShower,WindowTreatments,WoodFloors","Carpet,CeramicTile,Hardwood,Other",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,200PlusAmpService,Public,PublicSewer,No,0,,"Built-In Microwave, Dishwasher, Disposal, Dryer - Gas, Oven - Self Cleaning, Oven/Range - Gas, Refrigerator, Stainless Steel Appliances, Washer, Water Heater","Built-In Microwave, Dishwasher, Disposal, Dryer - Gas, Oven - Self Cleaning, Oven/Range - Gas, Refrigerator, Stainless Steel Appliances, Washer, Water Heater",,MainFlrLndry,Yes,"Full,PartiallyFinished","Full,PartiallyFinished",,,Yes,1,ConcreteDriveway,ConcreteDriveway,StreetLights,VinylSiding,"Pitched,Shingle",,"Decks,Patios,Porches",,
DENC521892,228 E Roosevelt Ave,,FeeSimple,No,No,No,,,Detached,0.26,103.60 x 100.00,,,1956,2631,Estimated,2350,281,VeryGood,5,3,3,,Four,SplitLevel,"Lower1,Main,Upper1,Upper2,Upper3",,"Bar,CeilngFans,ComboKitchenDining,EntryLevBedrm,RecessedLighting,SoakingTub,StallShower,WalkinClosets,WhirlPoolHotTub","CeramicTile,Hardwood,PartiallyCarpeted",Yes,CentralAC,NaturalGas,BaseboardHotWater,NaturalGas,,Public,PublicSewer,Yes,1,Wood,"Built-In Microwave, Built-In Range, Dishwasher, Disposal, Dryer, Washer","Built-In Microwave, Built-In Range, Dishwasher, Disposal, Dryer, Washer",,,Yes,"Full,PartiallyFinished","Full,PartiallyFinished",,,No,,,,,"Brick,VinylSiding",Shingle,,,,
DENC522792,67 W 5th St,NONE AVAILABLE,FeeSimple,No,No,No,,,Twin/Semi-Detached,0.06,19 X 128,,,1870,1700,Assessor,1700,0,,3,2,2,0,TwoandaHalf,Colonial,"Main,Upper1,Upper2",,,,No,"HeatPumps,WallUnit",Electric,"HeatPumpElectricBackUp,WallUnit",NaturalGas,,Public,PublicSewer,Yes,1,BrickFirePl,,,,UpprFlrLndry,Yes,"Partial,Unfinished","Partial,Unfinished",,,No,,,,"Sidewalks,StreetLights",Brick,,,Decks,,
DENC520026,452 Pigeon View Ln,,FeeSimple,No,No,Yes,$100 ,Annually,Detached,0.16,60.40 x 103.70,,,1996,1775,Assessor,1775,0,VeryGood,4,3,2,1,Two,Colonial,"Main,Upper1",,,,Yes,CentralAC,Electric,ForcedAir,NaturalGas,,Public,PublicSewer,No,0,,,,,BsmtLaundry,Yes,"Full,FullyFinished","Full,FullyFinished",,,Yes,1,,,,VinylSiding,ArchitecturalShingle,,,AboveGround,
DENC516964,14 Karen Ct,NONE AVAILABLE,FeeSimple,No,No,Yes,$25 ,Annually,Detached,0.16,105 x 65,,,2014,2075,Estimated,1575,500,,3,3,2,1,Two,Colonial,"Lower1,Main,Upper1",,,,Yes,CentralAC,NaturalGas,90ForcedAir,Electric,,Public,PublicSewer,,,,,,,,Yes,FullyFinished,FullyFinished,,,Yes,2,,,Sidewalks,VinylSiding,,,,,
DENC513192,510 Mason Drive,NONE AVAILABLE,FeeSimple,No,No,Yes,$150 ,Annually,Detached,0.16,,,,1995,2615,Estimated,1900,715,,3,3,2,1,Two,Colonial,"Main,Upper1",9,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,,,,,,,Yes,FullyFinished,FullyFinished,100,75,Yes,2,,,Other,VinylSiding,,,,,
DENC509632,106 Pleasantville Ct,,FeeSimple,No,No,No,,,Detached,0.21,0.00 x 0.00,,,2010,2400,Assessor,2400,0,"Excellent,VeryGood",4,3,2,1,Three,Colonial,"Main,Upper1",,"FloorPlanOpen,MasterBaths","Carpet,Hardwood",Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,Yes,1,GasPropane,Stainless Steel Appliances,Stainless Steel Appliances,,BsmtLaundry,Yes,"Full,Unfinished","Full,Unfinished",,,Yes,1,AsphaltDriveway,AsphaltDriveway,,VinylSiding,ArchitecturalShingle,ConcretePerimeter,Porches,,
DENC522846,51 Lesley Ln,,FeeSimple,No,No,No,,,Detached,0.24,65.20 x 159.00,Landscaping,,1971,1850,Assessor,1850,0,Excellent,4,3,2,1,Three,"Colonial,Traditional","Lower1,Main,Upper1,Upper2",9,"Attic,CeilngFans,FamRmOffKitchen,KitchenEatIn,KitchenGourmet,KitchTableSpce,Pantry,MasterBaths,StallShower,TubShower,UpgradedCountertops,WalkinClosets,WoodFloors","Carpet,Hardwood,TileBrick",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,CircuitBreakers,Public,PublicSewer,Yes,1,"BrickFirePl,FireplaceGlassDoors,GasPropane,Screen","Built-In Microwave, Built-In Range, Dishwasher, Disposal, Dryer, Freezer, Refrigerator, Washer, Water Heater","Built-In Microwave, Built-In Range, Dishwasher, Disposal, Dryer, Freezer, Refrigerator, Washer, Water Heater",,"BsmtLaundry,DryerInUnit,WasherInUnit",Yes,Full,Full,,,Yes,2,"ConcreteDriveway,Private","ConcreteDriveway,Private","Sidewalks,StreetLights","Brick,VinylSiding",ArchitecturalShingle,ConcretePerimeter,"Porches,Screened",,
DENC522716,748 Staghorn Dr,,FeeSimple,No,No,Yes,$150 ,Annually,Detached,0.16,96.00 x 100.00,,,1996,2515,Estimated,1800,715,,3,3,2,1,Two,Colonial,Main,,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,Yes,2,,,,"Brick,VinylSiding",,,,,
DENC509372,78 Chaddwyck Blvd,NONE AVAILABLE,FeeSimple,No,No,Yes,$250 ,Annually,Detached,0.15,65 x 100,,,2000,2332,Assessor,1900,432,VeryGood,4,3,2,1,Two,Colonial,"Lower1,Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,Electric,CircuitBreakers,Public,PublicSewer,,,,,,,,Yes,Unfinished,Unfinished,,,Yes,2,,,Sidewalks,VinylSiding,,,,,
DENC519926,255 Shetland Dr,,FeeSimple,No,No,No,,,Detached,0.2,63.50 x 126.30,,,2001,1525,Assessor,1525,0,,3,3,2,1,Two,Colonial,"Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,,,,,Yes,Full,Full,,,Yes,2,,,,"AluminumSiding,VinylSiding",,,,,
DENC503094,19 Chaddwyck Blvd,NONE AVAILABLE,FeeSimple,No,No,Yes,$240 ,Annually,Detached,0.26,,,,2001,1850,Assessor,900,950,,3,4,2,2,Two,Colonial,"Lower1,Main,Upper1",,,,Yes,CentralAC,NaturalGas,ForcedAir,Other,200PlusAmpService,Private,PublicSewer,,,,,,,,Yes,FullyFinished,FullyFinished,,,Yes,2,,,"Outbuildings,Sidewalks,StreetLights","AluminumSiding,VinylSiding",,,,,
DENC524346,6 Fantail Ct,,FeeSimple,No,No,Yes,$120 ,Annually,Detached,0.19,77.60 x 100.00,Corner,,1993,2350,Estimated,1650,700,Good,3,3,2,1,Two,Colonial,"Lower1,Main,Upper1",,"CeilngFans,CrownMoldings,DiningArea,FamRmOffKitchen,MasterBaths,RecessedLighting,UpgradedCountertops,WoodFloors",,Yes,CentralAC,NaturalGas,ForcedAir,Electric,,Public,PublicSewer,,0,,Stainless Steel Appliances,Stainless Steel Appliances,,MainFlrLndry,Yes,"Full,FullyFinished","Full,FullyFinished",,,Yes,1,,,,"AluminumSiding,VinylSiding",,,Decks,,
DENC501306,1101 Bufflehead Ct,,FeeSimple,No,No,Yes,$150 ,Annually,Detached,0.2,83.20 x 100.56,"Corner,Culdesac,Landscaping,Nothrustreet",,2004,2050,Assessor,2050,0,Average,5,3,2,1,Two,Colonial,"Main,Upper1",,"Carpet,CeilngFans,ComboDiningLiving,ComboKitchenDining,CurvedStaircase,DiningArea,FloorPlanOpen,KitchenEatIn,KitchenGourmet,KitchenIsland,KitchTableSpce,MasterBaths,RecessedLighting,Skylights,UpgradedCountertops","Carpet,CeramicTile,Vinyl",Yes,CentralAC,"Electric,NaturalGas",HeatPumps,,CircuitBreakers,Community,PublicSewer,Yes,1,"GasPropane,Stone","Built-In Microwave, Dishwasher, Oven/Range - Gas, Refrigerator","Built-In Microwave, Dishwasher, Oven/Range - Gas, Refrigerator",,"BsmtLaundry,Hookup",Yes,"FullyFinished,Heated,Windows","FullyFinished,Heated,Windows",,,Yes,1,AsphaltDriveway,AsphaltDriveway,"ExteriorLighting,FloodLights,Sidewalks","Concrete,Frame,VinylSiding","Asphalt,Shingle",,Decks,,
DENC506154,122 E 3rd St,,FeeSimple,No,No,No,,,End of Row/Townhouse,0.06,18.00 x 157.00,,,1822,2400,Assessor,2400,0,,4,3,3,,Three,Colonial,Main,,"ExposedBeams,KitchenIsland,MasterBaths",Hardwood,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,,Public,PublicSewer,,0,,"Dishwasher, Dryer - Front Loading, Oven/Range - Gas, Range Hood, Refrigerator, Stove, Washer - Front Loading","Dishwasher, Dryer - Front Loading, Oven/Range - Gas, Range Hood, Refrigerator, Stove, Washer - Front Loading",,,Yes,Partial,Partial,,,No,,,,,Brick,,,,,
DENC505986,217 Riveredge Dr,,FeeSimple,No,No,Yes,$200 ,Annually,Detached,0.35,97.20 x 156.70,"FrontYard,RearYard,SideYards",,1997,2175,Assessor,2175,0,Good,4,3,2,1,Two,Colonial,"Lower1,Main,Upper1",,"Carpet,CeilngFans,ComboKitchenDining,KitchenEatIn,MasterBaths,WoodFloors","Carpet,CeramicTile,Hardwood",Yes,CentralAC,NaturalGas,HeatPumpGasBackUp,NaturalGas,"200PlusAmpService,CircuitBreakers",Public,PublicSewer,Yes,1,"FireplaceGlassDoors,GasPropane","Built-In Range, Dishwasher, Disposal, Oven/Range - Gas, Water Heater","Built-In Range, Dishwasher, Disposal, Oven/Range - Gas, Water Heater",,,Yes,"Full,SumpPump","Full,SumpPump",,,Yes,2,,,ExteriorLighting,"AluminumSiding,VinylSiding","Pitched,Shingle",,"Decks,Porches",,
DENC504238,16 Crestpoint Dr,,FeeSimple,No,No,No,,,Detached,0.41,84.30 x 171.30,"BackstoTrees,BacksParkland,FrontYard,Level,Open,RearYard",,1998,2025,Assessor,2025,0,,4,2,2,,Two,Contemporary,"Lower1,Main,Upper1,Upper2",11,"ButlersPantry,Carpet,CeilngFans,FloorPlanTraditional,KitchenEatIn,KitchenIsland,Pantry,MasterBaths,RecessedLighting,StoreOffice,WindowTreatments,WoodFloors",,Yes,CentralAC,NaturalGas,ForcedAir,Electric,200PlusAmpService,Public,NoSepticSystem,,1,,,,,"HasLaundry,UpprFlrLndry",Yes,Full,Full,,,Yes,2,,,,"AluminumSiding,VinylSiding",,,Decks,,
DENC517004,1310 Goldeneye Dr,,FeeSimple,No,No,Yes,$250 ,Annually,Detached,0.19,97.49 x 112.38,,,2005,2125,Assessor,2125,0,,4,3,2,1,Two,Colonial,"Main,Upper1",,,"Carpet,CeramicTile",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,200PlusAmpService,Public,PublicSewer,,0,,"Dishwasher, Disposal, Dryer, Range Hood, Stove, Washer, Water Heater","Dishwasher, Disposal, Dryer, Range Hood, Stove, Washer, Water Heater",,,Yes,Full,Full,100,,Yes,2,,,ExteriorLighting,"AluminumSiding,VinylSiding",,,"Decks,Porches",,
DENC522498,918 Gilder Dr,,FeeSimple,No,No,No,,,Detached,0.19,95.60 x 87.30,"FrontYard,RearYard,SideYards",,1993,2050,Assessor,2050,0,VeryGood,4,3,2,1,Two,Colonial,"Main,Upper1",,"Attic,CeilngFans,FamRmOffKitchen,FormalSeparateDiningRoom,MasterBaths,StallShower,WalkinClosets",,Yes,CentralAC,NaturalGas,ForcedAir,Electric,"150Amps,CircuitBreakers",Public,PublicSewer,No,0,,"Built-In Microwave, Dishwasher, Disposal, Dryer, Oven/Range - Electric, Refrigerator, Washer, Water Heater","Built-In Microwave, Dishwasher, Disposal, Dryer, Oven/Range - Electric, Refrigerator, Washer, Water Heater",,BsmtLaundry,Yes,"Full,PartiallyFinished","Full,PartiallyFinished",,,Yes,2,AsphaltDriveway,AsphaltDriveway,"Sidewalks,StreetLights",VinylSiding,Shingle,,,,
