MLSNumber,Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,Age,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,BathsFull,Design,Style,NumberofStories,Central_Air_YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,Water,Sewer,Basement_YN,Garage_YN,ExteriorMaterial,LotFrontage,LotDepth,LotSqFt,LotAcres,YearBuilt
DENC2016194,229900.0,19801,TRINITY VICINITY,Christina,No,Twin/Semi-Detached,0.05,1889.0,1525.0,1525.0,0.0,3.0,2.0,1.0,Two,Victorian,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,No,Brick,21.5,100.0,2178,0.05,1889
DENC2017886,239900.0,19801,WILM #16,Christina,No,Interior Row/Townhouse,0.03,1894.0,1675.0,1675.0,0.0,3.0,2.0,2.0,Three,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,17.0,65.5,1307,0.03,1894
DENC2012468,245000.0,19801,TRINITY VICINITY,Christina,No,Interior Row/Townhouse,0.02,1880.0,1600.0,1600.0,0.0,2.0,2.0,2.0,Three,Victorian,"Main,Upper1,Upper2",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,16.0,60.0,871,0.02,1880
DENC2006430,249000.0,19801,TRINITY VICINITY,Christina,No,Twin/Semi-Detached,0.05,1890.0,1675.0,1675.0,0.0,2.0,2.0,2.0,Two,Victorian,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,BaseboardHotWater,NaturalGas,Public,PublicSewer,Yes,No,Brick,21.5,100.0,2178,0.05,1890
DENC2007708,239900.0,19801,DUNLEITH,Colonial,No,Detached,0.2,1950.0,1350.0,1350.0,0.0,4.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,Brick,106.1,71.7,8712,0.2,1950
DENC2004838,244900.0,19801,TRINITY VICINITY,Christina,No,Interior Row/Townhouse,0.02,1880.0,1800.0,1800.0,0.0,2.0,2.0,2.0,Three,Victorian,"Main,Upper1,Upper2",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,16.0,60.0,871,0.02,1880
DENC2001158,250000.0,19801,TRINITY VICINITY,Christina,No,Interior Row/Townhouse,0.03,1880.0,1700.0,1700.0,0.0,3.0,2.0,1.0,Two,SidebySide,"Main,Upper1",No,WindowUnits,NaturalGas,Radiator,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Brick",23.0,60.0,1307,0.03,1880
DENC2001988,269500.0,19801,MIDTOWN BRANDYWINE,Red Clay Consolidated,No,Twin/Semi-Detached,0.04,1920.0,1600.0,1600.0,0.0,3.0,2.0,2.0,Two,Colonial,"Main,Upper1,Upper2",No,WindowUnits,NaturalGas,"HotWater,Radiator",NaturalGas,Public,PublicSeptic,Yes,No,Brick,30.0,55.8,1742,0.04,1920
DENC2000194,280000.0,19801,TRINITY VICINITY,Christina,No,Interior Row/Townhouse,0.03,1900.0,1600.0,1600.0,0.0,3.0,3.0,2.0,Three,Colonial,"Main,Upper1,Upper2",Yes,"CeilingFans,CentralAC",NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,16.0,70.0,1307,0.03,1900
DENC2011050,219900.0,19801,WILM #16,Christina,No,End of Row/Townhouse,0.05,1904.0,2050.0,2050.0,0.0,4.0,3.0,2.0,Three,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,30.0,66.0,2178,0.05,1904
DENC2011038,269900.0,19801,TRINITY VICINITY,Christina,No,Interior Row/Townhouse,0.03,1887.0,1875.0,1875.0,0.0,3.0,3.0,2.0,Three,Victorian,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Combination,15.5,85.3,1307,0.03,1900
DENC2002334,263000.0,19801,TRINITY VICINITY,Christina,Yes,End of Row/Townhouse,0.03,1886.0,1575.0,1575.0,0.0,3.0,2.0,2.0,Three,Victorian,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,16.0,70.0,1307,0.03,1900
DENC2019230,259900.0,19801,TRINITY VICINITY,Christina,No,End of Row/Townhouse,0.03,1900.0,1500.0,1500.0,0.0,3.0,2.0,1.0,Two,Other,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,27.5,45.9,1307,0.03,1900
DENC2020286,275000.0,19801,TRINITY VICINITY,Christina,No,Interior Row/Townhouse,0.02,1880.0,1200.0,1200.0,0.0,2.0,2.0,2.0,Two,Other,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,14.8,65.0,871,0.02,1880
DENC2013860,278000.0,19801,RIVER TOWER CHRIST L,Christina,No,Unit/Flat/Apartment,0.0,2007.0,1125.0,1125.0,0.0,2.0,2.0,2.0,One,Contemporary,Main,Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,No,Yes,Mixed,0.0,0.0,0,0.0,2007
DENC2009390,278000.0,19801,RIVER TOWER CHRIST L,Christina,No,Unit/Flat/Apartment,0.0,2007.0,1125.0,1125.0,0.0,2.0,2.0,2.0,One,CondoUnit,Main,Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,No,No,"Brick,Concrete",0.0,0.0,0,0.0,2007
DENC527016,299900.0,19801,MIDTOWN BRANDYWINE,Red Clay Consolidated,No,Interior Row/Townhouse,0.03,1905.0,1500.0,1500.0,0.0,3.0,3.0,2.0,Three,Traditional,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,90ForcedAir,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",16.0,74.7,1307,0.03,1905
DENC521246,300000.0,19802,MIDTOWN BRANDYWINE,Red Clay Consolidated,No,Twin/Semi-Detached,0.02,1905.0,1350.0,1350.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,17.0,67.3,871,0.02,1905
DENC2011362,300000.0,19801,RIVER TOWER CHRIST L,Christina,Yes,Penthouse Unit/Flat/Apartment,0.0,2007.0,1475.0,1475.0,0.0,3.0,2.0,2.0,One,Contemporary,Main,Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,No,Yes,"Concrete,SteelSiding",0.0,0.0,0,0.0,2007
DENC528678,329900.0,19801,MIDTOWN BRANDYWINE,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,1905.0,2025.0,2025.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,28.0,97.0,1742,0.04,1905
DENC2018414,310000.0,19801,MIDTOWN BRANDYWINE,Red Clay Consolidated,No,Twin/Semi-Detached,0.02,1910.0,1450.0,1450.0,0.0,3.0,3.0,2.0,Two,StraightThru,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,16.0,65.8,871,0.02,1910
DENC2003848,325000.0,19801,RIVER TOWER CHRIST L,Christina,No,Unit/Flat/Apartment,0.0,2007.0,1369.0,1369.0,0.0,2.0,2.0,2.0,One,Contemporary,Main,Yes,CentralAC,Electric,HotWater,Electric,Public,PublicSeptic,No,Yes,Brick,0.0,0.0,0,0.0,2007
DENC2015788,325000.0,19801,MIDTOWN BRANDYWINE,Red Clay Consolidated,No,Detached,0.04,1920.0,2233.0,1625.0,608.0,3.0,3.0,2.0,Three,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,19.7,80.0,1742,0.04,1920
DENC2001044,385000.0,19801,MIDTOWN BRANDYWINE,Red Clay Consolidated,No,Twin/Semi-Detached,0.05,1920.0,1600.0,1600.0,0.0,3.0,3.0,2.0,Two,StraightThru,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,"Brick,Stone",22.5,100.0,2178,0.05,1920
DENC2006836,369500.0,19801,MIDTOWN BRANDYWINE,Red Clay Consolidated,No,Twin/Semi-Detached,0.04,1916.0,2475.0,2475.0,0.0,4.0,4.0,3.0,Three,Tudor,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,19.3,95.0,1742,0.04,1916
DENC2010644,354900.0,19801,MIDTOWN BRANDYWINE,Red Clay Consolidated,No,Twin/Semi-Detached,0.05,1920.0,1765.0,1765.0,0.0,3.0,2.0,2.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,22.5,100.0,2178,0.05,1920
DENC2001194,360000.0,19801,CHRISTINA LANDING,Christina,Yes,Interior Row/Townhouse,0.03,2005.0,2400.0,2400.0,0.0,3.0,3.0,2.0,Three,SidebySide,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,1307,0.03,2005
DENC526690,365000.0,19801,CHRISTINA LANDING,Christina,Yes,Interior Row/Townhouse,0.03,2005.0,2400.0,2400.0,0.0,3.0,3.0,2.0,Three,AFrame,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,1307,0.03,2005
DENC2002414,380000.0,19801,CHRISTINA LANDING,Christina,Yes,Interior Row/Townhouse,0.03,2005.0,2400.0,2400.0,0.0,3.0,3.0,2.0,Three,AFrame,Main,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,1307,0.03,2005
DENC2000073,375000.0,19801,CHRISTINA LANDING,Christina,Yes,End of Row/Townhouse,0.04,2005.0,2450.0,2450.0,0.0,3.0,3.0,2.0,Three,Other,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,1742,0.04,2005
DENC2002770,384900.0,19801,CHRISTINA LANDING,Christina,Yes,Interior Row/Townhouse,0.03,2005.0,2400.0,2400.0,0.0,3.0,4.0,3.0,Three,SidebySide,"Main,Upper1,Upper2",Yes,CentralAC,Electric,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",0.0,0.0,1307,0.03,2005
DENC2015074,384900.0,19801,CHRISTINA LANDING,Christina,Yes,End of Row/Townhouse,0.04,2005.0,2450.0,2450.0,0.0,3.0,4.0,3.0,Three,Traditional,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",0.0,0.0,1742,0.04,2005
DENC2000399,389900.0,19801,WILMINGTON,Christina,No,Detached,0.05,1918.0,3006.0,3006.0,0.0,4.0,5.0,3.0,Three,MidCenturyModern,"Main,Upper1,Upper2",Yes,"CeilingFans,CentralAC",Electric,Central,NaturalGas,Public,PublicSewer,Yes,No,"Block,Brick,BrickFront,Concrete,CPVCPVC",25.0,90.0,2178,0.05,1918
DENC2007052,414900.0,19801,CHRISTINA LANDING,Christina,Yes,Interior Row/Townhouse,0.03,2005.0,2400.0,2400.0,0.0,3.0,3.0,2.0,Three,Traditional,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,1307,0.03,2005
DENC525904,430000.0,19801,MIDTOWN BRANDYWINE,Christina,No,Interior Row/Townhouse,0.06,1917.0,2625.0,2625.0,0.0,3.0,4.0,2.0,Two,Traditional,Main,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,0.0,0.0,2614,0.06,1917
DENC505224,325000.0,19736,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.69,1921.0,925.0,925.0,0.0,2.0,1.0,1.0,OneandaHalf,CapeCod,"Main,Upper1",No,WindowUnits,Oil,ForcedAir,Electric,Well,GravitySeptFld,Yes,Yes,VinylSiding,195.0,198.0,30056,0.69,1921
DENC527092,419900.0,19720,NONE AVAILABLE,Colonial,No,Detached,0.33,1940.0,2825.0,2825.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,"HotWater,Radiator",Electric,Well,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",71.5,166.6,14374,0.33,1940
DENC487784,695000.0,19732,ROCKLAND MILLS,Brandywine,No,End of Row/Townhouse,0.0,1987.0,0.0,0.0,0.0,3.0,4.0,2.0,Three,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,"ForcedAir,HeatPumps,Zoned",Electric,Public,PublicSewer,No,No,"Brick,WoodSiding",0.0,0.0,0,0.0,1987
DENC524250,495000.0,19732,ROCKLAND MILLS,Brandywine,No,Interior Row/Townhouse,0.0,1987.0,2948.0,2948.0,0.0,3.0,4.0,3.0,Three,Contemporary,"Main,Upper1",Yes,CentralAC,Electric,HeatPumpElectricBackUp,Electric,Public,PublicSewer,No,Yes,"Brick,WoodSiding",0.0,0.0,0,0.0,1900
DENC2011244,550000.0,19732,QUINTYNNES,Red Clay Consolidated,No,Detached,2.2,1850.0,1475.0,1475.0,0.0,2.0,2.0,1.0,Two,Colonial,"Lower1,Main,Upper1,Upper2",No,None,Oil,HotWater,"Electric,Oil",Well,OnSiteSeptic,No,Yes,Stone,297.0,250.0,95832,2.2,1850
DENC524916,200000.0,19720,STONEBRIDGE,Colonial,Yes,Interior Row/Townhouse,0.05,1991.0,1675.0,1675.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,No,Yes,"AluminumSiding,VinylSiding",22.0,107.0,2178,0.05,1991
DENC523346,200000.0,19720,ROGERS MANOR,Colonial,No,Detached,0.15,1953.0,900.0,900.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,"CentralAC,DuctlessMiniSplit,HeatPumps",Electric,HeatPumps,Electric,Public,PublicSewer,No,No,VinylSiding,88.5,82.8,6534,0.15,1953
DENC521166,199900.0,19720,JEFFERSON FARMS,Colonial,No,Detached,0.16,1962.0,1550.0,1550.0,0.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Asbestos,Brick",60.0,119.4,6970,0.16,1970
DENC521178,167500.0,19720,WILM MANOR,Colonial,No,Detached,0.11,1949.0,900.0,900.0,0.0,3.0,1.0,1.0,OneandaHalf,CapeCod,"Main,Upper1",Yes,CentralAC,NaturalGas,"90ForcedAir,ForcedAir",Electric,Public,PublicSewer,Yes,No,VinylSiding,50.0,95.0,4792,0.11,1949
DENC520878,260000.0,19720,WEST MINQUADALE,Colonial,No,Detached,0.18,1991.0,1200.0,1200.0,0.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Private,PublicSewer,No,No,"AluminumSiding,VinylSiding",80.0,100.0,7841,0.18,1991
DENC517974,189900.0,19720,WILM MANOR,Colonial,No,Detached,0.14,1944.0,1100.0,1100.0,0.0,3.0,1.0,1.0,Two,Colonial,"Lower1,Lower2,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,50.0,100.0,6098,0.14,1944
DENC517664,204990.0,19720,WILTON,Colonial,No,Twin/Semi-Detached,0.12,1987.0,1325.0,1325.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,No,Yes,VinylSiding,40.9,130.0,5227,0.12,1987
DENC511302,195000.0,19720,CASTLE HILLS,Colonial,No,Detached,0.2,1955.0,1350.0,1350.0,0.0,2.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,NoSepticSystem,Yes,No,"AluminumSiding,VinylSiding",58.5,130.6,8712,0.2,1955
DENC511204,200000.0,19720,RUTLEDGE,Colonial,Yes,Detached,0.16,1992.0,1600.0,1600.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,Central,Electric,Public,PublicSeptic,No,Yes,"AluminumSiding,VinylSiding",69.4,100.0,6970,0.16,1992
DENC510372,184900.0,19720,MANOR PARK,Colonial,No,Detached,0.15,1953.0,1004.0,1004.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Community,SharedSewer,No,No,Asbestos,60.0,110.0,6534,0.15,1953
DENC509004,199900.0,19720,CASTLE HILLS,Colonial,No,Detached,0.2,1953.0,1250.0,1250.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,VinylSiding,105.7,80.0,8712,0.2,1953
DENC507174,190000.0,19720,MEADOWS OF WILTON,Colonial,No,Twin/Semi-Detached,0.17,1988.0,1625.0,1625.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,"AluminumSiding,Brick,VinylSiding",40.0,180.0,7405,0.17,1988
DENC503858,200000.0,19720,COVENTRY,Colonial,No,Detached,0.27,1960.0,1899.0,1275.0,624.0,3.0,2.0,1.0,Two,RaisedRanch,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,No,VinylSiding,119.0,108.0,11761,0.27,1960
DENC498088,200000.0,19720,NEW CASTLE,Colonial,No,Detached,1.82,1925.0,1656.0,1656.0,0.0,2.0,1.0,1.0,Two,Colonial,"Main,Upper1",No,None,Oil,ForcedAir,Electric,Public,"GravitySeptFld,OnSiteSeptic",Yes,No,Frame,0.0,0.0,79279,1.82,1925
DENC508782,199900.0,19720,WILM MANOR,Colonial,No,Detached,0.12,1941.0,1369.0,1050.0,319.0,3.0,1.0,1.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,50.0,100.1,5227,0.12,1941
DENC510370,200000.0,19720,WILM MANOR,Colonial,No,Detached,0.14,1960.0,1422.0,1050.0,372.0,3.0,2.0,2.0,OneandaHalf,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Other,Public,PublicSewer,Yes,Yes,"Asbestos,Brick",60.0,100.0,6098,0.14,1960
DENC506992,195000.0,19720,MANOR PARK,Colonial,No,Detached,0.18,1953.0,1000.0,1000.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,No,VinylSiding,54.1,138.2,7841,0.18,1953
DENC524436,199995.0,19720,EAGLE GLEN,Christina,Yes,Interior Row/Townhouse,0.06,1972.0,1350.0,1350.0,0.0,3.0,2.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",20.0,130.9,2614,0.06,1972
DENC518862,199900.0,19720,SWANWYCK ESTATES,Colonial,No,Detached,0.17,1956.0,1200.0,1200.0,0.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,No,"AluminumSiding,Brick,VinylSiding",61.9,112.8,7405,0.17,1956
DENC508632,209900.0,19720,WILM MANOR,Colonial,No,Detached,0.12,1942.0,1325.0,1325.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",50.0,100.0,5227,0.12,1942
DENC507862,225000.0,19720,CHELSEA ESTATES,Colonial,No,Detached,0.13,1951.0,1100.0,1100.0,0.0,4.0,1.0,1.0,Two,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,No,"AluminumSiding,VinylSiding",55.0,100.0,5663,0.13,1951
DENC502942,195000.0,19720,JEFFERSON FARMS,Colonial,No,Detached,0.15,1965.0,2625.0,1875.0,750.0,3.0,2.0,1.0,Three,SplitLevel,"Lower1,Lower2,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"BrickVeneer,CementSiding,CopperPlumbing,Frame,MetalSiding,VinylSiding",60.0,110.0,6534,0.15,1965
DENC494608,210000.0,19720,NEW CASTLE,Colonial,No,Twin/Semi-Detached,0.05,1872.0,1650.0,1650.0,0.0,5.0,2.0,2.0,Three,Colonial,"Lower1,Main,Upper1,Upper2",Yes,"CeilingFans,CentralAC,WindowUnits",NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Brick,16.3,128.2,2178,0.05,1872
DENC523240,189900.0,19720,SWANWYCK,Colonial,No,Detached,0.16,1956.0,900.0,900.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,No,Asbestos,65.0,105.0,6970,0.16,1956
DENC517312,208000.0,19720,NONE AVAILABLE,Colonial,No,Detached,0.14,1953.0,975.0,975.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,Brick,70.7,110.0,6098,0.14,1953
DENC506120,189900.0,19720,WILM MANOR,Colonial,No,Detached,0.12,1949.0,1200.0,1200.0,0.0,3.0,1.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,48.9,100.0,5227,0.12,1949
DENC518572,209900.0,19720,WILM MANOR,Colonial,No,Detached,0.12,1948.0,1100.0,1100.0,0.0,2.0,1.0,1.0,Two,Colonial,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,65.7,80.0,5227,0.12,1948
DENC521854,209900.0,19720,COLLINS PARK,Colonial,No,Detached,0.15,1948.0,1255.0,1255.0,0.0,3.0,1.0,1.0,Two,Colonial,Upper1,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,45.5,124.1,6534,0.15,1948
DENC518374,225000.0,19720,WHITEHALL,Colonial,No,Detached,0.17,1968.0,1850.0,1550.0,300.0,3.0,2.0,1.0,OneandaHalf,SplitLevel,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Private,PublicSewer,Yes,No,"Asbestos,Brick",59.3,110.0,7405,0.17,1968
DENC511622,199000.0,19720,COLLINS PARK,Colonial,No,Detached,0.11,1948.0,1400.0,1400.0,0.0,3.0,2.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,Central,NaturalGas,Public,PublicSewer,Yes,No,VinylSiding,50.0,100.0,4792,0.11,1948
DENC511258,230000.0,19720,RUTLEDGE,Colonial,No,Detached,0.16,1992.0,1575.0,1575.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,Central,Electric,Public,PublicSeptic,Yes,Yes,"AluminumSiding,VinylSiding",71.8,100.0,6970,0.16,1992
DENC511152,210000.0,19720,CHELSEA ESTATES,Colonial,No,Detached,0.13,1952.0,1200.0,1200.0,0.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,None,90ForcedAir,Electric,Public,PublicSewer,No,No,AluminumSiding,55.0,100.0,5663,0.13,1952
DENC511214,220000.0,19720,WASHINGTON PARK,Colonial,No,Detached,0.15,1960.0,1075.0,1075.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,"Brick,VinylSiding",65.0,100.0,6534,0.15,1960
DENC505736,220000.0,19720,WILLARD MANOR,Colonial,No,Detached,0.15,1949.0,850.0,850.0,0.0,3.0,2.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,No,Yes,"AluminumSiding,Stone,VinylSiding",66.1,110.0,6534,0.15,1949
DENC508760,209900.0,19720,WILTON,Colonial,No,End of Row/Townhouse,0.16,1974.0,1500.0,1500.0,0.0,4.0,2.0,2.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,Yes,No,Frame,44.0,126.0,6970,0.16,1974
DENC504896,209900.0,19720,RAMBLETON ACRES,Colonial,No,Detached,0.2,1959.0,1941.0,1425.0,516.0,2.0,1.0,1.0,Two,Rancher,"Lower1,Main",Yes,"CeilingFans,CentralAC",NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,VinylSiding,60.0,125.0,8712,0.2,1959
DENC505738,214900.0,19720,WILM MANOR GARDENS,Colonial,No,Detached,0.15,1949.0,990.0,990.0,0.0,3.0,2.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,"AluminumSiding,Stone,VinylSiding",66.1,110.0,6534,0.15,1949
DENC504516,195000.0,19720,WILM MANOR GARDENS,Colonial,No,Detached,0.15,1950.0,1275.0,1275.0,0.0,3.0,2.0,2.0,Two,AFrame,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,No,Yes,"AluminumSiding,VinylSiding",60.0,110.0,6534,0.15,1950
DENC499624,225000.0,19720,JEFFERSON FARMS,Colonial,No,Detached,0.17,1953.0,1150.0,1150.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,No,No,"AluminumSiding,VinylSiding",66.0,110.0,7405,0.17,1953
DENC499568,185000.0,19720,BOOTHHURST,Colonial,No,Detached,0.12,1999.0,1450.0,1450.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,90ForcedAir,Electric,Public,PublicSewer,No,No,VinylSiding,50.4,100.0,5227,0.12,1999
DENC508576,210000.0,19720,JEFFERSON FARMS,Colonial,No,Detached,0.15,1961.0,1503.0,1250.0,253.0,2.0,2.0,2.0,Two,Colonial,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,VinylSiding,69.8,110.0,6534,0.15,1961
DENC522682,195000.0,19720,BUENA VISTA PARK,Colonial,No,End of Row/Townhouse,0.06,1988.0,1425.0,1425.0,0.0,3.0,3.0,2.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,VinylSiding",26.0,110.0,2614,0.06,1988
